,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,Ilebo,56,CD,1512355645,94,-4.32,20.58,72.76,2.37
373,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
374,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
375,Neyyattinkara,20,IN,1512354600,83,8.4,77.08,80.6,3.36
376,Provideniya,75,RU,1512352800,100,64.38,-173.3,32.0,13.42
377,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
378,Kilmallock,20,IE,1512352800,100,52.4,-8.58,44.6,2.24
379,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
380,Kajaani,90,FI,1512354000,93,64.17,27.67,32.0,2.24
381,Samoded,92,RU,1512355648,80,63.61,40.51,31.81,10.65
382,Ponerihouen,92,NC,1512355649,100,-21.08,165.4,73.97,16.46
383,Ilhabela,64,BR,1512355649,97,-23.78,-45.36,71.5,12.1
384,Shimoda,75,JP,1512352800,62,34.67,138.95,55.4,6.93
385,Arraial do Cabo,90,BR,1512352800,94,-22.97,-42.03,73.4,8.05
386,Acurenam,76,GQ,1512355651,97,1.03,10.65,70.69,2.93
387,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
388,Shumskiy,64,RU,1512355651,61,54.83,99.13,26.81,8.97
389,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
390,Jardim,64,BR,1512355652,92,-21.48,-56.14,76.04,3.6
391,Portland,40,US,1512352920,86,45.52,-122.68,44.6,4.16
392,Namie,75,JP,1512352800,84,37.48,141.0,51.8,1.12
393,Shiraz,0,IR,1512352800,64,29.6,52.54,37.4,2.26
394,Thompson,90,CA,1512352800,85,55.74,-97.86,21.2,2.71
395,Thai Binh,0,VN,1512355654,71,20.45,106.33,69.7,13.44
396,Bluff,88,NZ,1512355105,76,-46.6,168.33,68.71,15.01
397,Port Alfred,24,ZA,1512355131,100,-33.59,26.89,62.09,3.27
398,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
399,Yishui,0,CN,1512355655,54,35.78,118.63,34.28,13.44
400,Oro Valley,1,US,1512352680,34,32.39,-110.97,69.8,3.36
401,Ludvika,0,SE,1512354000,79,60.15,15.19,28.4,12.75
402,Katsuura,75,JP,1512352800,50,35.13,140.3,53.6,4.7
403,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
404,Eyl,0,SO,1512355657,100,7.98,49.82,74.33,20.27
405,Qaanaaq,76,GL,1512355120,87,77.48,-69.36,14.57,3.71
406,Temnikov,92,RU,1512355659,99,54.63,43.21,34.19,8.52
407,Arroyo,0,ES,1512355659,74,41.61,-4.8,21.41,2.71
408,Muravlenko,64,RU,1512355660,91,63.79,74.52,26.18,15.79
409,Qaanaaq,76,GL,1512355120,87,77.48,-69.36,14.57,3.71
410,Camacha,40,PT,1512354600,55,33.08,-16.33,64.4,12.75
411,Mongomo,68,GQ,1512355661,99,1.63,11.31,71.05,2.37
412,Arcata,1,US,1512354900,87,40.87,-124.08,46.4,5.82
413,Port Elizabeth,0,ZA,1512352800,93,-33.92,25.57,55.4,5.82
414,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
415,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
416,Vermilion,1,US,1512352380,69,41.42,-82.36,42.8,4.7
417,Luderitz,0,NA,1512352800,76,-26.65,15.16,57.2,6.93
418,Alice Springs,0,AU,1512352800,37,-23.7,133.88,75.2,16.11
419,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
420,Souillac,75,MU,1512352800,78,-20.52,57.52,78.8,8.05
421,Wattegama,36,LK,1512355664,96,6.8,81.48,78.11,3.6
422,Cidreira,44,BR,1512355665,96,-30.18,-50.21,68.21,3.49
423,Lasa,75,IT,1512354000,72,46.62,10.7,19.4,1.12
424,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
425,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
426,Hobart,75,AU,1512351000,51,-42.88,147.33,59.0,18.34
427,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
428,Isangel,75,VU,1512352800,83,-19.55,169.27,80.6,5.82
429,Zhigansk,20,RU,1512355668,0,66.77,123.37,-36.91,4.16
430,Riverbank,1,US,1512354900,80,37.74,-120.94,51.8,3.36
431,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
432,Kahului,40,US,1512352560,61,20.89,-156.47,77.0,23.04
433,Lichuan,92,CN,1512355669,95,30.3,108.85,48.91,2.93
434,Lorengau,64,PG,1512355671,98,-2.02,147.27,85.13,18.25
435,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
436,Inirida,0,CO,1512355672,95,3.87,-67.92,74.42,1.92
437,Namibe,0,AO,1512355601,100,-15.2,12.15,68.48,6.62
438,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
439,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
440,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
441,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
442,Port Alfred,24,ZA,1512355131,100,-33.59,26.89,62.09,3.27
443,Souillac,75,MU,1512352800,78,-20.52,57.52,78.8,8.05
444,Hambantota,0,LK,1512355674,100,6.12,81.12,79.46,3.38
445,Lixourion,92,GR,1512355675,100,38.2,20.43,58.49,13.78
446,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
447,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
448,Thompson,90,CA,1512352800,85,55.74,-97.86,21.2,2.71
449,Phalombe,36,MW,1512355676,96,-15.81,35.65,66.59,6.4
450,Mtambile,0,TZ,1512355677,100,-5.38,39.7,81.08,3.94
451,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
452,Lavrentiya,88,RU,1512355678,100,65.58,-171.0,31.36,11.21
453,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
454,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
455,Inverell,0,AU,1512355679,64,-29.78,151.12,71.99,4.05
456,Ivanteyevka,90,RU,1512352800,92,55.97,37.92,30.2,6.71
457,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
458,Balabac,12,PH,1512355680,94,7.99,117.06,85.49,6.62
459,Victoria,75,CA,1512353700,80,48.43,-123.37,41.0,3.36
460,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
461,East London,80,ZA,1512355681,100,-33.02,27.91,67.13,2.71
462,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
463,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
464,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
465,Ilulissat,56,GL,1512352200,62,69.22,-51.1,21.2,6.93
466,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
467,Barentu,0,ER,1512355684,90,15.11,37.59,55.12,3.15
468,Zaysan,36,KZ,1512355684,73,47.47,84.87,8.54,2.26
469,Sawtell,100,AU,1512352800,73,-30.38,153.1,77.0,17.22
470,Inhambane,32,MZ,1512355577,99,-23.86,35.38,75.23,9.86
471,Oblivskaya,92,RU,1512355686,94,48.54,42.5,39.77,10.65
472,Geraldton,75,AU,1512352800,69,-28.77,114.6,78.8,12.75
473,Calvinia,12,ZA,1512355686,86,-31.47,19.78,41.71,2.59
474,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
475,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
476,Martinsville,1,US,1512353700,74,36.69,-79.87,50.0,2.26
477,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
478,Agadez,0,NE,1512355688,60,19.75,10.25,49.31,2.82
479,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
480,Innisfail,80,AU,1512355689,79,-17.53,146.03,79.91,3.15
481,Laje,0,BR,1512355689,53,-10.18,-40.97,74.74,9.64
482,Champaign,1,US,1512353700,70,40.12,-88.24,51.8,9.17
483,Xining,0,CN,1512355421,59,36.62,101.77,15.61,3.38
484,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
485,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
486,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
487,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
488,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
489,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
490,Collie,92,AU,1512355692,100,-33.37,116.15,65.69,3.38
491,Bhabua,20,IN,1512355693,82,25.05,83.62,57.37,2.93
492,Kuching,75,MY,1512352800,83,1.55,110.33,84.2,2.24
493,Puerto Ayora,100,EC,1512355606,98,-0.74,-90.35,70.19,9.42
494,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
495,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
496,Vung Tau,40,VN,1512352800,88,10.35,107.08,82.4,5.82
497,Bochnia,40,PL,1512354600,74,49.97,20.43,28.4,18.34
498,Lavrentiya,88,RU,1512355678,100,65.58,-171.0,31.36,11.21
499,Lieksa,80,FI,1512355696,91,63.32,30.02,29.65,4.83
500,Kodiak,90,US,1512354780,87,57.79,-152.41,42.8,16.11
501,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
502,Atuona,0,PF,1512355697,98,-9.8,-139.03,81.44,17.81
503,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
504,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
505,Te Anau,100,NZ,1512355649,46,-45.42,167.72,68.21,13.89
506,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
507,Barrow,90,US,1512352380,84,71.29,-156.79,5.0,25.28
508,Roma,75,IT,1512354000,86,41.89,12.48,42.8,8.05
509,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
510,Kruisfontein,0,ZA,1512355685,92,-34.0,24.73,57.55,5.17
511,Arraial do Cabo,90,BR,1512352800,94,-22.97,-42.03,73.4,8.05
512,Cidreira,44,BR,1512355665,96,-30.18,-50.21,68.21,3.49
513,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
514,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
515,Phu Ly,0,VN,1512355701,71,20.54,105.91,69.7,13.44
516,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
517,Kahului,40,US,1512352560,61,20.89,-156.47,77.0,23.04
518,Kushima,75,JP,1512352800,93,31.46,131.23,55.4,2.24
519,Nizhnyaya Omka,92,RU,1512355702,86,55.43,74.94,15.61,13.67
520,Lebu,24,CL,1512355549,98,-37.62,-73.65,54.44,11.77
521,Mana,0,GF,1512355703,82,5.66,-53.78,77.21,4.16
522,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
523,Dallas,40,US,1512353700,72,32.78,-96.81,69.8,13.87
524,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
525,Belaya Gora,76,RU,1512355704,83,68.53,146.42,3.55,14.0
526,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
527,Nouadhibou,0,MR,1512352800,68,20.93,-17.03,68.0,19.46
528,Gannan,12,CN,1512355706,56,47.91,123.5,-1.0,4.16
529,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
530,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
531,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
532,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
533,Taybad,12,IR,1512355707,100,34.74,60.78,15.52,3.38
534,Juneau,90,US,1512354120,100,58.3,-134.42,39.2,18.34
535,Quebec,90,CA,1512352800,80,46.81,-71.21,30.2,5.82
536,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
537,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
538,Kununurra,64,AU,1512352800,59,-15.77,128.73,91.4,5.82
539,Hambantota,0,LK,1512355674,100,6.12,81.12,79.46,3.38
540,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
541,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
542,Twentynine Palms,1,US,1512352560,23,34.14,-116.05,69.8,18.34
543,Nanortalik,0,GL,1512355712,100,60.14,-45.24,26.41,13.78
544,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
545,Aksha,24,RU,1512355713,38,50.28,113.29,9.49,8.86
546,Atuona,0,PF,1512355697,98,-9.8,-139.03,81.44,17.81
547,Axim,32,GH,1512355714,100,4.87,-2.24,81.4,3.6
548,Karratha,12,AU,1512355714,10,-20.74,116.85,100.97,15.23
549,Gasa,8,BT,1512355715,33,27.9,89.73,12.64,1.14
550,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
551,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
552,Bambous Virieux,75,MU,1512352800,78,-20.34,57.76,78.8,8.05
553,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
554,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
555,Mtinko,0,TZ,1512355716,84,-4.55,34.85,58.9,5.84
556,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
557,Kodiak,90,US,1512354780,87,57.79,-152.41,42.8,16.11
558,Ilulissat,56,GL,1512352200,62,69.22,-51.1,21.2,6.93
559,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
560,Khatanga,0,RU,1512355526,26,71.97,102.5,-18.15,9.98
561,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
562,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
563,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
564,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
565,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
566,Puerto Ayora,100,EC,1512355606,98,-0.74,-90.35,70.19,9.42
567,Burnie,88,AU,1512355722,99,-41.07,145.92,61.96,1.36
568,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
569,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
570,North Bend,75,US,1512352560,93,43.41,-124.22,42.8,5.82
571,Sembakung,48,ID,1512355623,80,3.82,117.25,84.77,2.93
572,Bluff,88,NZ,1512355723,76,-46.6,168.33,68.71,15.01
573,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
574,Bagu,92,PH,1512355724,100,18.42,121.36,76.45,9.86
575,Dikson,12,RU,1512355725,93,73.51,80.55,7.24,17.69
576,Vagur,92,FO,1512355725,96,61.47,-6.81,47.33,17.25
577,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
578,Hithadhoo,80,MV,1512355726,100,-0.6,73.08,80.05,11.65
579,Zemio,12,CF,1512355727,87,5.03,25.14,66.32,2.93
580,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
581,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
582,Hithadhoo,80,MV,1512355726,100,-0.6,73.08,80.05,11.65
583,Kabare,32,CD,1512355729,100,-2.47,28.82,53.41,1.36
584,Manali,20,IN,1512354600,83,13.17,80.27,78.8,3.36
585,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
586,Atuona,0,PF,1512355697,98,-9.8,-139.03,81.44,17.81
587,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
588,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
589,Torbay,90,CA,1512352800,100,47.67,-52.73,32.0,12.75
590,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
591,Khuzdar,0,PK,1512355732,56,27.74,66.64,29.47,4.94
592,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
593,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
594,Burns Lake,0,CA,1512355734,90,54.23,-125.75,10.57,2.15
595,Mahebourg,75,MU,1512352800,78,-20.41,57.7,78.8,8.05
596,Zaranj,0,AF,1512352800,49,30.97,61.88,32.0,11.41
597,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
598,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
599,Port Alfred,24,ZA,1512355739,100,-33.59,26.89,62.09,3.27
600,Sept-Iles,90,CA,1512352800,92,50.2,-66.38,14.0,2.24
601,Diu,92,IN,1512355740,58,20.71,70.98,72.85,10.42
602,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
603,Abnub,0,EG,1512352800,71,27.27,31.15,53.6,2.82
604,Hamilton,20,CA,1512354000,100,43.23,-79.95,39.2,2.24
605,Merrill,1,US,1512353700,60,45.18,-89.68,41.0,4.7
606,Busselton,48,AU,1512355744,94,-33.65,115.33,69.83,4.61
607,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
608,Esperance,44,AU,1512355745,38,-33.87,121.9,82.16,14.12
609,Luganville,88,VU,1512355746,100,-15.53,167.17,77.48,3.94
610,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
611,Grindavik,75,IS,1512352800,100,63.84,-22.43,37.4,4.7
612,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
613,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
614,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
615,Cockburn Town,68,TC,1512355686,100,21.46,-71.14,77.39,18.7
616,Baruun-Urt,24,MN,1512355748,66,46.68,113.28,5.89,10.31
617,Provideniya,75,RU,1512352800,100,64.38,-173.3,32.0,13.42
618,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
619,Banjar,40,ID,1512352800,79,-8.19,114.97,84.2,5.82
620,Meulaboh,92,ID,1512355750,100,4.14,96.13,78.16,17.47
621,Kavieng,68,PG,1512355751,100,-2.57,150.8,84.77,16.46
622,Lata,0,PT,1512352800,93,40.16,-8.33,35.6,1.12
623,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
624,Port Alfred,24,ZA,1512355739,100,-33.59,26.89,62.09,3.27
625,Birao,0,CF,1512355753,59,10.28,22.79,61.87,5.73
626,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
627,Kununurra,64,AU,1512352800,59,-15.77,128.73,91.4,5.82
628,Pringsewu,36,ID,1512355754,75,-5.36,104.97,85.67,1.36
629,Zvishavane,0,ZW,1512355754,54,-20.33,30.07,60.11,3.38
630,Arlit,0,NE,1512355755,43,18.74,7.39,52.96,3.71
631,Nichinan,75,JP,1512352800,93,31.6,131.37,55.4,2.24
632,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
633,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
634,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
635,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
636,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
637,Hue,75,VN,1512352800,100,16.47,107.6,73.4,4.7
638,Butaritari,56,KI,1512355740,98,3.07,172.79,84.55,17.36
639,Beringovskiy,80,RU,1512355757,91,63.05,179.32,29.78,10.65
640,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
641,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
642,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
643,Suntar,36,RU,1512355759,35,62.14,117.63,-23.5,2.71
644,Pangkalanbuun,12,ID,1512355281,96,-2.68,111.62,85.54,3.94
645,Hobart,75,AU,1512352800,41,-42.88,147.33,60.8,17.22
646,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
647,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
648,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
649,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
650,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
651,Ribeira Grande,56,PT,1512355683,94,38.52,-28.7,67.36,16.69
652,Sinop,24,TR,1512355762,75,41.77,34.87,52.01,3.38
653,Dikson,12,RU,1512355725,93,73.51,80.55,7.24,17.69
654,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
655,Mana,0,GF,1512355703,82,5.66,-53.78,77.21,4.16
656,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
657,Saint-Augustin,44,CA,1512355763,100,51.23,-58.65,28.88,13.11
658,Kilindoni,68,TZ,1512355764,100,-7.91,39.67,82.75,4.27
659,East London,80,ZA,1512355681,100,-33.02,27.91,67.13,2.71
660,Sitka,90,US,1512354660,81,57.05,-135.33,44.6,11.41
661,Nanortalik,0,GL,1512355712,100,60.14,-45.24,26.41,13.78
662,Lata,0,PT,1512352800,93,40.16,-8.33,35.6,1.12
663,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
664,College,90,US,1512352680,85,64.86,-147.8,17.6,8.41
665,Lebu,24,CL,1512355549,98,-37.62,-73.65,54.44,11.77
666,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
667,Ribeira Grande,56,PT,1512355683,94,38.52,-28.7,67.36,16.69
668,Lavrentiya,88,RU,1512355678,100,65.58,-171.0,31.36,11.21
669,Luanda,8,AO,1512355768,100,-8.84,13.23,74.06,2.59
670,Saint-Pierre,0,RE,1512352800,78,-21.34,55.48,78.8,6.93
671,Qaanaaq,76,GL,1512355769,87,77.48,-69.36,14.57,3.71
672,Port Keats,0,AU,1512355769,87,-14.25,129.55,90.31,7.74
673,Wuwei,0,CN,1512355770,58,37.93,102.64,18.98,2.59
674,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
675,Tucumcari,1,US,1512352380,35,35.17,-103.72,57.2,13.87
676,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
677,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
678,Niquelandia,24,BR,1512355772,89,-14.47,-48.46,68.89,2.71
679,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
680,Krasnovishersk,92,RU,1512355641,91,60.41,57.08,26.81,9.53
681,Whitianga,0,NZ,1512355773,100,-36.83,175.7,66.91,10.98
682,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
683,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
684,Hermanus,48,ZA,1512355438,91,-34.42,19.23,52.51,3.49
685,Atuona,0,PF,1512355697,98,-9.8,-139.03,81.44,17.81
686,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
687,Cabo San Lucas,20,MX,1512352200,78,22.89,-109.91,75.2,9.64
688,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
689,Zhoucheng,0,CN,1512355776,51,35.91,116.31,36.22,13.22
690,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
691,Saint-Philippe,0,RE,1512352800,78,-21.36,55.77,78.8,6.93
692,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
693,Pevek,68,RU,1512355778,86,69.7,170.31,23.57,17.25
694,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
695,Ternate,0,ID,1512355778,100,0.8,127.4,84.37,7.4
696,Barquisimeto,8,VE,1512355681,84,10.07,-69.32,69.83,7.63
697,Upernavik,44,GL,1512355759,100,72.79,-56.15,22.94,10.65
698,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
699,Little Current,1,CA,1512352800,92,45.98,-81.92,30.2,4.7
700,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
701,Cayenne,0,GF,1512352800,94,4.93,-52.33,73.4,7.85
702,Ancud,12,CL,1512355368,88,-41.87,-73.82,55.34,2.59
703,Dzhebariki-Khaya,48,RU,1512355781,0,62.22,135.8,-44.02,2.59
704,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
705,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
706,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
707,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
708,Yulara,0,AU,1512352800,22,-25.24,130.99,77.0,13.87
709,Clyde River,20,CA,1512352800,83,70.47,-68.59,-11.21,2.24
710,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
711,Chuy,76,UY,1512355574,93,-33.7,-53.46,63.94,15.46
712,Chuy,76,UY,1512355574,93,-33.7,-53.46,63.94,15.46
713,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
714,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
715,Darovskoy,80,RU,1512355785,95,58.77,47.96,30.59,7.4
716,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
717,Grand Gaube,75,MU,1512352800,78,-20.01,57.66,78.8,8.05
718,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
719,Ponta Delgada,40,PT,1512354600,82,37.73,-25.67,66.2,10.29
720,Tuatapere,92,NZ,1512355787,75,-46.13,167.68,65.65,14.79
721,Catalina,1,US,1512352680,34,32.51,-110.92,69.8,3.36
722,Nome,20,US,1512352380,100,64.5,-165.41,26.6,12.75
723,Upernavik,44,GL,1512355759,100,72.79,-56.15,22.94,10.65
724,Barrow,90,US,1512352380,84,71.29,-156.79,5.0,25.28
725,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
726,Niagara Falls,20,CA,1512352800,91,43.1,-79.07,39.2,6.93
727,Gerede,36,TR,1512355789,73,40.8,32.2,29.02,3.15
728,Ilulissat,56,GL,1512352200,62,69.22,-51.1,21.2,6.93
729,Salinopolis,24,BR,1512355790,94,-0.61,-47.36,81.71,17.47
730,Sydney,75,AU,1512353340,100,-33.87,151.21,66.2,20.8
731,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
732,Saskylakh,12,RU,1512355692,38,71.92,114.08,-25.12,7.4
733,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
734,Roald,68,NO,1512354000,93,62.58,6.13,37.4,11.41
735,Havre-Saint-Pierre,90,CA,1512352800,85,50.23,-63.6,23.0,6.93
736,Atuona,0,PF,1512355697,98,-9.8,-139.03,81.44,17.81
737,Tuatapere,92,NZ,1512355787,75,-46.13,167.68,65.65,14.79
738,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
739,Castro,36,BR,1512355678,98,-24.79,-50.01,60.83,4.05
740,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
741,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
742,Mehamn,88,NO,1512355794,100,71.04,27.85,32.57,14.67
743,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
744,Rikitea,88,PF,1512355611,100,-23.12,-134.97,77.35,11.77
745,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
746,Ixtapa,75,MX,1512351840,88,20.7,-105.2,77.0,1.92
